oshpd_id,FacilityName2,CountyName,system,LICENSED_BED_SIZE,HospitalOwnership,UrbanRuralDesi,TEACHINGDesignation,Category,Tot_ED_NmbVsts,EDStations,EDDXCount,LATITUDE,LONGITUDE,PrimaryCareShortageArea,MentalHealthShortageArea
106190240,Lakewood Regional Medical Center,Los Angeles,Tenet Healthcare Corporation,150-199,Investor Owned,Urban,Non-Teaching,Respiratory,32654,14,112,33.859731,-118.1492012,No,No
106190240,Lakewood Regional Medical Center,Los Angeles,Tenet Healthcare Corporation,150-199,Investor Owned,Urban,Non-Teaching,Cardiac,32654,14,77,33.859731,-118.1492012,No,No
106190240,Lakewood Regional Medical Center,Los Angeles,Tenet Healthcare Corporation,150-199,Investor Owned,Urban,Non-Teaching,Substance Abuse,32654,14,2066,33.859731,-118.1492012,No,No
106190240,Lakewood Regional Medical Center,Los Angeles,Tenet Healthcare Corporation,150-199,Investor Owned,Urban,Non-Teaching,Cancer,32654,14,218,33.859731,-118.1492012,No,No
106190240,Lakewood Regional Medical Center,Los Angeles,Tenet Healthcare Corporation,150-199,Investor Owned,Urban,Non-Teaching,Obesity,32654,14,339,33.859731,-118.1492012,No,No
106190240,Lakewood Regional Medical Center,Los Angeles,Tenet Healthcare Corporation,150-199,Investor Owned,Urban,Non-Teaching,Sepsis,32654,14,149,33.859731,-118.1492012,No,No
106190240,Lakewood Regional Medical Center,Los Angeles,Tenet Healthcare Corporation,150-199,Investor Owned,Urban,Non-Teaching,Pneumonia,32654,14,571,33.859731,-118.1492012,No,No
106190240,Lakewood Regional Medical Center,Los Angeles,Tenet Healthcare Corporation,150-199,Investor Owned,Urban,Non-Teaching,Hypertension,32654,14,7192,33.859731,-118.1492012,No,No
106190240,Lakewood Regional Medical Center,Los Angeles,Tenet Healthcare Corporation,150-199,Investor Owned,Urban,Non-Teaching,Mental Health,32654,14,2412,33.859731,-118.1492012,No,No
106190240,Lakewood Regional Medical Center,Los Angeles,Tenet Healthcare Corporation,150-199,Investor Owned,Urban,Non-Teaching,Diabetes,32654,14,4244,33.859731,-118.1492012,No,No
106190240,Lakewood Regional Medical Center,Los Angeles,Tenet Healthcare Corporation,150-199,Investor Owned,Urban,Non-Teaching,Asthma,32654,14,1972,33.859731,-118.1492012,No,No
106190240,Lakewood Regional Medical Center,Los Angeles,Tenet Healthcare Corporation,150-199,Investor Owned,Urban,Non-Teaching,Stroke,32654,14,64,33.859731,-118.1492012,No,No
106190240,Lakewood Regional Medical Center,Los Angeles,Tenet Healthcare Corporation,150-199,Investor Owned,Urban,Non-Teaching,COVID-19 History,32654,14,234,33.859731,-118.1492012,No,No
106190240,Lakewood Regional Medical Center,Los Angeles,Tenet Healthcare Corporation,150-199,Investor Owned,Urban,Non-Teaching,Homeless,32654,14,1224,33.859731,-118.1492012,No,No
106190240,Lakewood Regional Medical Center,Los Angeles,Tenet Healthcare Corporation,150-199,Investor Owned,Urban,Non-Teaching,All ED Visits,32654,14,32654,33.859731,-118.1492012,No,No
106190240,Lakewood Regional Medical Center,Los Angeles,Tenet Healthcare Corporation,150-199,Investor Owned,Urban,Non-Teaching,COPD,32654,14,764,33.859731,-118.1492012,No,No
106190240,Lakewood Regional Medical Center,Los Angeles,Tenet Healthcare Corporation,150-199,Investor Owned,Urban,Non-Teaching,Active COVID-19,32654,14,1077,33.859731,-118.1492012,No,No
106190243,PIH Health Hospital – Downey,Los Angeles,N/A,150-199,Nonprofit,Urban,Non-Teaching,Substance Abuse,39153,34,1616,33.93515,-118.13196,No,No
106190243,PIH Health Hospital – Downey,Los Angeles,N/A,150-199,Nonprofit,Urban,Non-Teaching,Respiratory,39153,34,54,33.93515,-118.13196,No,No
106190243,PIH Health Hospital – Downey,Los Angeles,N/A,150-199,Nonprofit,Urban,Non-Teaching,Cardiac,39153,34,20,33.93515,-118.13196,No,No
106190243,PIH Health Hospital – Downey,Los Angeles,N/A,150-199,Nonprofit,Urban,Non-Teaching,Cancer,39153,34,311,33.93515,-118.13196,No,No
106190243,PIH Health Hospital – Downey,Los Angeles,N/A,150-199,Nonprofit,Urban,Non-Teaching,Obesity,39153,34,158,33.93515,-118.13196,No,No
106190243,PIH Health Hospital – Downey,Los Angeles,N/A,150-199,Nonprofit,Urban,Non-Teaching,Sepsis,39153,34,125,33.93515,-118.13196,No,No
106190243,PIH Health Hospital – Downey,Los Angeles,N/A,150-199,Nonprofit,Urban,Non-Teaching,Hypertension,39153,34,9080,33.93515,-118.13196,No,No
106190243,PIH Health Hospital – Downey,Los Angeles,N/A,150-199,Nonprofit,Urban,Non-Teaching,Asthma,39153,34,1249,33.93515,-118.13196,No,No
106190243,PIH Health Hospital – Downey,Los Angeles,N/A,150-199,Nonprofit,Urban,Non-Teaching,Mental Health,39153,34,2169,33.93515,-118.13196,No,No
106190243,PIH Health Hospital – Downey,Los Angeles,N/A,150-199,Nonprofit,Urban,Non-Teaching,Homeless,39153,34,658,33.93515,-118.13196,No,No
106190243,PIH Health Hospital – Downey,Los Angeles,N/A,150-199,Nonprofit,Urban,Non-Teaching,Diabetes,39153,34,5466,33.93515,-118.13196,No,No
106190243,PIH Health Hospital – Downey,Los Angeles,N/A,150-199,Nonprofit,Urban,Non-Teaching,COVID-19 History,39153,34,1656,33.93515,-118.13196,No,No
106190243,PIH Health Hospital – Downey,Los Angeles,N/A,150-199,Nonprofit,Urban,Non-Teaching,COPD,39153,34,404,33.93515,-118.13196,No,No
106190243,PIH Health Hospital – Downey,Los Angeles,N/A,150-199,Nonprofit,Urban,Non-Teaching,Active COVID-19,39153,34,1286,33.93515,-118.13196,No,No
106190243,PIH Health Hospital – Downey,Los Angeles,N/A,150-199,Nonprofit,Urban,Non-Teaching,All ED Visits,39153,34,39153,33.93515,-118.13196,No,No
106190243,PIH Health Hospital – Downey,Los Angeles,N/A,150-199,Nonprofit,Urban,Non-Teaching,Stroke,39153,34,36,33.93515,-118.13196,No,No
106190243,PIH Health Hospital – Downey,Los Angeles,N/A,150-199,Nonprofit,Urban,Non-Teaching,Pneumonia,39153,34,568,33.93515,-118.13196,No,No
106190256,East Los Angeles Doctors Hospital,Los Angeles,Avanti Hospitals,100-149,Investor Owned,Urban,Non-Teaching,Substance Abuse,9319,8,1285,34.02383,-118.18377,Yes,Yes
106190256,East Los Angeles Doctors Hospital,Los Angeles,Avanti Hospitals,100-149,Investor Owned,Urban,Non-Teaching,Mental Health,9319,8,887,34.02383,-118.18377,Yes,Yes
106190256,East Los Angeles Doctors Hospital,Los Angeles,Avanti Hospitals,100-149,Investor Owned,Urban,Non-Teaching,Cardiac,9319,8,12,34.02383,-118.18377,Yes,Yes
106190256,East Los Angeles Doctors Hospital,Los Angeles,Avanti Hospitals,100-149,Investor Owned,Urban,Non-Teaching,Respiratory,9319,8,6,34.02383,-118.18377,Yes,Yes
106190256,East Los Angeles Doctors Hospital,Los Angeles,Avanti Hospitals,100-149,Investor Owned,Urban,Non-Teaching,Pneumonia,9319,8,105,34.02383,-118.18377,Yes,Yes
106190256,East Los Angeles Doctors Hospital,Los Angeles,Avanti Hospitals,100-149,Investor Owned,Urban,Non-Teaching,Cancer,9319,8,17,34.02383,-118.18377,Yes,Yes
106190256,East Los Angeles Doctors Hospital,Los Angeles,Avanti Hospitals,100-149,Investor Owned,Urban,Non-Teaching,Obesity,9319,8,106,34.02383,-118.18377,Yes,Yes
106190256,East Los Angeles Doctors Hospital,Los Angeles,Avanti Hospitals,100-149,Investor Owned,Urban,Non-Teaching,Hypertension,9319,8,1391,34.02383,-118.18377,Yes,Yes
106190256,East Los Angeles Doctors Hospital,Los Angeles,Avanti Hospitals,100-149,Investor Owned,Urban,Non-Teaching,Sepsis,9319,8,21,34.02383,-118.18377,Yes,Yes
106190256,East Los Angeles Doctors Hospital,Los Angeles,Avanti Hospitals,100-149,Investor Owned,Urban,Non-Teaching,COPD,9319,8,37,34.02383,-118.18377,Yes,Yes
106190256,East Los Angeles Doctors Hospital,Los Angeles,Avanti Hospitals,100-149,Investor Owned,Urban,Non-Teaching,Asthma,9319,8,273,34.02383,-118.18377,Yes,Yes
106190256,East Los Angeles Doctors Hospital,Los Angeles,Avanti Hospitals,100-149,Investor Owned,Urban,Non-Teaching,Homeless,9319,8,591,34.02383,-118.18377,Yes,Yes
106190256,East Los Angeles Doctors Hospital,Los Angeles,Avanti Hospitals,100-149,Investor Owned,Urban,Non-Teaching,Diabetes,9319,8,1086,34.02383,-118.18377,Yes,Yes
106190256,East Los Angeles Doctors Hospital,Los Angeles,Avanti Hospitals,100-149,Investor Owned,Urban,Non-Teaching,Stroke,9319,8,6,34.02383,-118.18377,Yes,Yes
106190256,East Los Angeles Doctors Hospital,Los Angeles,Avanti Hospitals,100-149,Investor Owned,Urban,Non-Teaching,COVID-19 History,9319,8,13,34.02383,-118.18377,Yes,Yes
106190256,East Los Angeles Doctors Hospital,Los Angeles,Avanti Hospitals,100-149,Investor Owned,Urban,Non-Teaching,All ED Visits,9319,8,9319,34.02383,-118.18377,Yes,Yes
106190256,East Los Angeles Doctors Hospital,Los Angeles,Avanti Hospitals,100-149,Investor Owned,Urban,Non-Teaching,Active COVID-19,9319,8,173,34.02383,-118.18377,Yes,Yes
106190280,Encino Hospital Medical Center,Los Angeles,Prime Healthcare Services,100-149,Investor Owned,Urban,Non-Teaching,Hypertension,6354,9,679,34.15686,-118.48662,No,No
106190280,Encino Hospital Medical Center,Los Angeles,Prime Healthcare Services,100-149,Investor Owned,Urban,Non-Teaching,Substance Abuse,6354,9,1134,34.15686,-118.48662,No,No
106190280,Encino Hospital Medical Center,Los Angeles,Prime Healthcare Services,100-149,Investor Owned,Urban,Non-Teaching,Respiratory,6354,9,25,34.15686,-118.48662,No,No
106190280,Encino Hospital Medical Center,Los Angeles,Prime Healthcare Services,100-149,Investor Owned,Urban,Non-Teaching,Pneumonia,6354,9,68,34.15686,-118.48662,No,No
106190280,Encino Hospital Medical Center,Los Angeles,Prime Healthcare Services,100-149,Investor Owned,Urban,Non-Teaching,Cardiac,6354,9,3,34.15686,-118.48662,No,No
106190280,Encino Hospital Medical Center,Los Angeles,Prime Healthcare Services,100-149,Investor Owned,Urban,Non-Teaching,Cancer,6354,9,50,34.15686,-118.48662,No,No
106190280,Encino Hospital Medical Center,Los Angeles,Prime Healthcare Services,100-149,Investor Owned,Urban,Non-Teaching,Obesity,6354,9,190,34.15686,-118.48662,No,No
106190280,Encino Hospital Medical Center,Los Angeles,Prime Healthcare Services,100-149,Investor Owned,Urban,Non-Teaching,Sepsis,6354,9,17,34.15686,-118.48662,No,No
106190280,Encino Hospital Medical Center,Los Angeles,Prime Healthcare Services,100-149,Investor Owned,Urban,Non-Teaching,Stroke,6354,9,4,34.15686,-118.48662,No,No
106190280,Encino Hospital Medical Center,Los Angeles,Prime Healthcare Services,100-149,Investor Owned,Urban,Non-Teaching,Asthma,6354,9,478,34.15686,-118.48662,No,No
106190280,Encino Hospital Medical Center,Los Angeles,Prime Healthcare Services,100-149,Investor Owned,Urban,Non-Teaching,Homeless,6354,9,434,34.15686,-118.48662,No,No
106190280,Encino Hospital Medical Center,Los Angeles,Prime Healthcare Services,100-149,Investor Owned,Urban,Non-Teaching,COPD,6354,9,119,34.15686,-118.48662,No,No
106190280,Encino Hospital Medical Center,Los Angeles,Prime Healthcare Services,100-149,Investor Owned,Urban,Non-Teaching,Diabetes,6354,9,537,34.15686,-118.48662,No,No
106190280,Encino Hospital Medical Center,Los Angeles,Prime Healthcare Services,100-149,Investor Owned,Urban,Non-Teaching,COVID-19 History,6354,9,98,34.15686,-118.48662,No,No
106190280,Encino Hospital Medical Center,Los Angeles,Prime Healthcare Services,100-149,Investor Owned,Urban,Non-Teaching,Active COVID-19,6354,9,157,34.15686,-118.48662,No,No
106190280,Encino Hospital Medical Center,Los Angeles,Prime Healthcare Services,100-149,Investor Owned,Urban,Non-Teaching,All ED Visits,6354,9,6354,34.15686,-118.48662,No,No
106190280,Encino Hospital Medical Center,Los Angeles,Prime Healthcare Services,100-149,Investor Owned,Urban,Non-Teaching,Mental Health,6354,9,1115,34.15686,-118.48662,No,No
106190298,Emanate Health Foothill Presbyterian Hospital,Los Angeles,N/A,100-149,Nonprofit,Urban,Non-Teaching,Mental Health,28511,22,2294,34.13384,-117.87244,No,No
106190298,Emanate Health Foothill Presbyterian Hospital,Los Angeles,N/A,100-149,Nonprofit,Urban,Non-Teaching,Substance Abuse,28511,22,2263,34.13384,-117.87244,No,No
106190298,Emanate Health Foothill Presbyterian Hospital,Los Angeles,N/A,100-149,Nonprofit,Urban,Non-Teaching,Cardiac,28511,22,14,34.13384,-117.87244,No,No
106190298,Emanate Health Foothill Presbyterian Hospital,Los Angeles,N/A,100-149,Nonprofit,Urban,Non-Teaching,Cancer,28511,22,290,34.13384,-117.87244,No,No
106190298,Emanate Health Foothill Presbyterian Hospital,Los Angeles,N/A,100-149,Nonprofit,Urban,Non-Teaching,Respiratory,28511,22,26,34.13384,-117.87244,No,No
106190298,Emanate Health Foothill Presbyterian Hospital,Los Angeles,N/A,100-149,Nonprofit,Urban,Non-Teaching,Obesity,28511,22,41,34.13384,-117.87244,No,No
106190298,Emanate Health Foothill Presbyterian Hospital,Los Angeles,N/A,100-149,Nonprofit,Urban,Non-Teaching,Hypertension,28511,22,5607,34.13384,-117.87244,No,No
106190298,Emanate Health Foothill Presbyterian Hospital,Los Angeles,N/A,100-149,Nonprofit,Urban,Non-Teaching,Sepsis,28511,22,33,34.13384,-117.87244,No,No
106190298,Emanate Health Foothill Presbyterian Hospital,Los Angeles,N/A,100-149,Nonprofit,Urban,Non-Teaching,Asthma,28511,22,1270,34.13384,-117.87244,No,No
106190298,Emanate Health Foothill Presbyterian Hospital,Los Angeles,N/A,100-149,Nonprofit,Urban,Non-Teaching,COPD,28511,22,361,34.13384,-117.87244,No,No
106190298,Emanate Health Foothill Presbyterian Hospital,Los Angeles,N/A,100-149,Nonprofit,Urban,Non-Teaching,Diabetes,28511,22,3045,34.13384,-117.87244,No,No
106190298,Emanate Health Foothill Presbyterian Hospital,Los Angeles,N/A,100-149,Nonprofit,Urban,Non-Teaching,Stroke,28511,22,16,34.13384,-117.87244,No,No
106190298,Emanate Health Foothill Presbyterian Hospital,Los Angeles,N/A,100-149,Nonprofit,Urban,Non-Teaching,COVID-19 History,28511,22,328,34.13384,-117.87244,No,No
106190298,Emanate Health Foothill Presbyterian Hospital,Los Angeles,N/A,100-149,Nonprofit,Urban,Non-Teaching,Active COVID-19,28511,22,1129,34.13384,-117.87244,No,No
106190298,Emanate Health Foothill Presbyterian Hospital,Los Angeles,N/A,100-149,Nonprofit,Urban,Non-Teaching,Homeless,28511,22,512,34.13384,-117.87244,No,No
106190298,Emanate Health Foothill Presbyterian Hospital,Los Angeles,N/A,100-149,Nonprofit,Urban,Non-Teaching,All ED Visits,28511,22,28511,34.13384,-117.87244,No,No
106190298,Emanate Health Foothill Presbyterian Hospital,Los Angeles,N/A,100-149,Nonprofit,Urban,Non-Teaching,Pneumonia,28511,22,494,34.13384,-117.87244,No,No
106190315,Garfield Medical Center,Los Angeles,"AHMC Healthcare, Inc.",200-299,Investor Owned,Urban,Non-Teaching,Substance Abuse,13559,21,762,34.06826,-118.12302,No,No
106190315,Garfield Medical Center,Los Angeles,"AHMC Healthcare, Inc.",200-299,Investor Owned,Urban,Non-Teaching,Pneumonia,13559,21,176,34.06826,-118.12302,No,No
106190315,Garfield Medical Center,Los Angeles,"AHMC Healthcare, Inc.",200-299,Investor Owned,Urban,Non-Teaching,Respiratory,13559,21,13,34.06826,-118.12302,No,No
106190315,Garfield Medical Center,Los Angeles,"AHMC Healthcare, Inc.",200-299,Investor Owned,Urban,Non-Teaching,Cardiac,13559,21,58,34.06826,-118.12302,No,No
106190315,Garfield Medical Center,Los Angeles,"AHMC Healthcare, Inc.",200-299,Investor Owned,Urban,Non-Teaching,Cancer,13559,21,204,34.06826,-118.12302,No,No
106190315,Garfield Medical Center,Los Angeles,"AHMC Healthcare, Inc.",200-299,Investor Owned,Urban,Non-Teaching,Obesity,13559,21,78,34.06826,-118.12302,No,No
106190315,Garfield Medical Center,Los Angeles,"AHMC Healthcare, Inc.",200-299,Investor Owned,Urban,Non-Teaching,Mental Health,13559,21,893,34.06826,-118.12302,No,No
106190315,Garfield Medical Center,Los Angeles,"AHMC Healthcare, Inc.",200-299,Investor Owned,Urban,Non-Teaching,Sepsis,13559,21,19,34.06826,-118.12302,No,No
106190315,Garfield Medical Center,Los Angeles,"AHMC Healthcare, Inc.",200-299,Investor Owned,Urban,Non-Teaching,Homeless,13559,21,109,34.06826,-118.12302,No,No
106190315,Garfield Medical Center,Los Angeles,"AHMC Healthcare, Inc.",200-299,Investor Owned,Urban,Non-Teaching,COPD,13559,21,136,34.06826,-118.12302,No,No
106190315,Garfield Medical Center,Los Angeles,"AHMC Healthcare, Inc.",200-299,Investor Owned,Urban,Non-Teaching,Diabetes,13559,21,1714,34.06826,-118.12302,No,No
106190315,Garfield Medical Center,Los Angeles,"AHMC Healthcare, Inc.",200-299,Investor Owned,Urban,Non-Teaching,COVID-19 History,13559,21,90,34.06826,-118.12302,No,No
106190315,Garfield Medical Center,Los Angeles,"AHMC Healthcare, Inc.",200-299,Investor Owned,Urban,Non-Teaching,Asthma,13559,21,309,34.06826,-118.12302,No,No
106190315,Garfield Medical Center,Los Angeles,"AHMC Healthcare, Inc.",200-299,Investor Owned,Urban,Non-Teaching,Active COVID-19,13559,21,372,34.06826,-118.12302,No,No
106190315,Garfield Medical Center,Los Angeles,"AHMC Healthcare, Inc.",200-299,Investor Owned,Urban,Non-Teaching,All ED Visits,13559,21,13559,34.06826,-118.12302,No,No
106190315,Garfield Medical Center,Los Angeles,"AHMC Healthcare, Inc.",200-299,Investor Owned,Urban,Non-Teaching,Hypertension,13559,21,3621,34.06826,-118.12302,No,No
106190315,Garfield Medical Center,Los Angeles,"AHMC Healthcare, Inc.",200-299,Investor Owned,Urban,Non-Teaching,Stroke,13559,21,7,34.06826,-118.12302,No,No
106190352,Greater El Monte Community Hospital,Los Angeles,"AHMC Healthcare, Inc.",100-149,Investor Owned,Urban,Non-Teaching,Substance Abuse,16357,9,1876,34.04827,-118.04257,Yes,No
106190352,Greater El Monte Community Hospital,Los Angeles,"AHMC Healthcare, Inc.",100-149,Investor Owned,Urban,Non-Teaching,Mental Health,16357,9,2058,34.04827,-118.04257,Yes,No
106190352,Greater El Monte Community Hospital,Los Angeles,"AHMC Healthcare, Inc.",100-149,Investor Owned,Urban,Non-Teaching,Respiratory,16357,9,22,34.04827,-118.04257,Yes,No
106190352,Greater El Monte Community Hospital,Los Angeles,"AHMC Healthcare, Inc.",100-149,Investor Owned,Urban,Non-Teaching,Cardiac,16357,9,8,34.04827,-118.04257,Yes,No
106190352,Greater El Monte Community Hospital,Los Angeles,"AHMC Healthcare, Inc.",100-149,Investor Owned,Urban,Non-Teaching,Cancer,16357,9,96,34.04827,-118.04257,Yes,No
106190352,Greater El Monte Community Hospital,Los Angeles,"AHMC Healthcare, Inc.",100-149,Investor Owned,Urban,Non-Teaching,Obesity,16357,9,288,34.04827,-118.04257,Yes,No
106190352,Greater El Monte Community Hospital,Los Angeles,"AHMC Healthcare, Inc.",100-149,Investor Owned,Urban,Non-Teaching,Hypertension,16357,9,2535,34.04827,-118.04257,Yes,No
106190352,Greater El Monte Community Hospital,Los Angeles,"AHMC Healthcare, Inc.",100-149,Investor Owned,Urban,Non-Teaching,Sepsis,16357,9,33,34.04827,-118.04257,Yes,No
106190352,Greater El Monte Community Hospital,Los Angeles,"AHMC Healthcare, Inc.",100-149,Investor Owned,Urban,Non-Teaching,COPD,16357,9,122,34.04827,-118.04257,Yes,No
106190352,Greater El Monte Community Hospital,Los Angeles,"AHMC Healthcare, Inc.",100-149,Investor Owned,Urban,Non-Teaching,Asthma,16357,9,728,34.04827,-118.04257,Yes,No
106190352,Greater El Monte Community Hospital,Los Angeles,"AHMC Healthcare, Inc.",100-149,Investor Owned,Urban,Non-Teaching,Pneumonia,16357,9,210,34.04827,-118.04257,Yes,No
106190352,Greater El Monte Community Hospital,Los Angeles,"AHMC Healthcare, Inc.",100-149,Investor Owned,Urban,Non-Teaching,Homeless,16357,9,115,34.04827,-118.04257,Yes,No
106190352,Greater El Monte Community Hospital,Los Angeles,"AHMC Healthcare, Inc.",100-149,Investor Owned,Urban,Non-Teaching,Diabetes,16357,9,1658,34.04827,-118.04257,Yes,No
106190352,Greater El Monte Community Hospital,Los Angeles,"AHMC Healthcare, Inc.",100-149,Investor Owned,Urban,Non-Teaching,COVID-19 History,16357,9,45,34.04827,-118.04257,Yes,No
106190352,Greater El Monte Community Hospital,Los Angeles,"AHMC Healthcare, Inc.",100-149,Investor Owned,Urban,Non-Teaching,Active COVID-19,16357,9,368,34.04827,-118.04257,Yes,No
106190352,Greater El Monte Community Hospital,Los Angeles,"AHMC Healthcare, Inc.",100-149,Investor Owned,Urban,Non-Teaching,All ED Visits,16357,9,16357,34.04827,-118.04257,Yes,No
106190352,Greater El Monte Community Hospital,Los Angeles,"AHMC Healthcare, Inc.",100-149,Investor Owned,Urban,Non-Teaching,Stroke,16357,9,11,34.04827,-118.04257,Yes,No
106190382,Hollywood Presbyterian Medical Center,Los Angeles,N/A,300-499,Investor Owned,Urban,Non-Teaching,Respiratory,23943,20,24,34.09557,-118.29163,Yes,No
106190382,Hollywood Presbyterian Medical Center,Los Angeles,N/A,300-499,Investor Owned,Urban,Non-Teaching,Substance Abuse,23943,20,3656,34.09557,-118.29163,Yes,No
106190382,Hollywood Presbyterian Medical Center,Los Angeles,N/A,300-499,Investor Owned,Urban,Non-Teaching,Cardiac,23943,20,46,34.09557,-118.29163,Yes,No
106190382,Hollywood Presbyterian Medical Center,Los Angeles,N/A,300-499,Investor Owned,Urban,Non-Teaching,Mental Health,23943,20,1444,34.09557,-118.29163,Yes,No
106190382,Hollywood Presbyterian Medical Center,Los Angeles,N/A,300-499,Investor Owned,Urban,Non-Teaching,Cancer,23943,20,108,34.09557,-118.29163,Yes,No
106190382,Hollywood Presbyterian Medical Center,Los Angeles,N/A,300-499,Investor Owned,Urban,Non-Teaching,Obesity,23943,20,94,34.09557,-118.29163,Yes,No
106190382,Hollywood Presbyterian Medical Center,Los Angeles,N/A,300-499,Investor Owned,Urban,Non-Teaching,Hypertension,23943,20,3668,34.09557,-118.29163,Yes,No
106190382,Hollywood Presbyterian Medical Center,Los Angeles,N/A,300-499,Investor Owned,Urban,Non-Teaching,Sepsis,23943,20,13,34.09557,-118.29163,Yes,No
106190382,Hollywood Presbyterian Medical Center,Los Angeles,N/A,300-499,Investor Owned,Urban,Non-Teaching,COPD,23943,20,154,34.09557,-118.29163,Yes,No
106190382,Hollywood Presbyterian Medical Center,Los Angeles,N/A,300-499,Investor Owned,Urban,Non-Teaching,Asthma,23943,20,767,34.09557,-118.29163,Yes,No
106190382,Hollywood Presbyterian Medical Center,Los Angeles,N/A,300-499,Investor Owned,Urban,Non-Teaching,Diabetes,23943,20,2016,34.09557,-118.29163,Yes,No
106190382,Hollywood Presbyterian Medical Center,Los Angeles,N/A,300-499,Investor Owned,Urban,Non-Teaching,Homeless,23943,20,1267,34.09557,-118.29163,Yes,No
106190382,Hollywood Presbyterian Medical Center,Los Angeles,N/A,300-499,Investor Owned,Urban,Non-Teaching,Stroke,23943,20,17,34.09557,-118.29163,Yes,No
106190382,Hollywood Presbyterian Medical Center,Los Angeles,N/A,300-499,Investor Owned,Urban,Non-Teaching,COVID-19 History,23943,20,73,34.09557,-118.29163,Yes,No
106190382,Hollywood Presbyterian Medical Center,Los Angeles,N/A,300-499,Investor Owned,Urban,Non-Teaching,All ED Visits,23943,20,23943,34.09557,-118.29163,Yes,No
106190382,Hollywood Presbyterian Medical Center,Los Angeles,N/A,300-499,Investor Owned,Urban,Non-Teaching,Active COVID-19,23943,20,391,34.09557,-118.29163,Yes,No
106190382,Hollywood Presbyterian Medical Center,Los Angeles,N/A,300-499,Investor Owned,Urban,Non-Teaching,Pneumonia,23943,20,277,34.09557,-118.29163,Yes,No
106190385,Providence Holy Cross Medical Center,Los Angeles,Providence St. Joseph Health,300-499,Nonprofit,Urban,Non-Teaching,Substance Abuse,65999,32,5658,34.2791,-118.45951,No,No
106190385,Providence Holy Cross Medical Center,Los Angeles,Providence St. Joseph Health,300-499,Nonprofit,Urban,Non-Teaching,Pneumonia,65999,32,895,34.2791,-118.45951,No,No
106190385,Providence Holy Cross Medical Center,Los Angeles,Providence St. Joseph Health,300-499,Nonprofit,Urban,Non-Teaching,Cardiac,65999,32,89,34.2791,-118.45951,No,No
106190385,Providence Holy Cross Medical Center,Los Angeles,Providence St. Joseph Health,300-499,Nonprofit,Urban,Non-Teaching,Cancer,65999,32,292,34.2791,-118.45951,No,No
106190385,Providence Holy Cross Medical Center,Los Angeles,Providence St. Joseph Health,300-499,Nonprofit,Urban,Non-Teaching,Obesity,65999,32,231,34.2791,-118.45951,No,No
106190385,Providence Holy Cross Medical Center,Los Angeles,Providence St. Joseph Health,300-499,Nonprofit,Urban,Non-Teaching,Mental Health,65999,32,2611,34.2791,-118.45951,No,No
106190385,Providence Holy Cross Medical Center,Los Angeles,Providence St. Joseph Health,300-499,Nonprofit,Urban,Non-Teaching,Sepsis,65999,32,117,34.2791,-118.45951,No,No
106190385,Providence Holy Cross Medical Center,Los Angeles,Providence St. Joseph Health,300-499,Nonprofit,Urban,Non-Teaching,Hypertension,65999,32,11842,34.2791,-118.45951,No,No
106190385,Providence Holy Cross Medical Center,Los Angeles,Providence St. Joseph Health,300-499,Nonprofit,Urban,Non-Teaching,COPD,65999,32,360,34.2791,-118.45951,No,No
106190385,Providence Holy Cross Medical Center,Los Angeles,Providence St. Joseph Health,300-499,Nonprofit,Urban,Non-Teaching,Asthma,65999,32,1838,34.2791,-118.45951,No,No
106190385,Providence Holy Cross Medical Center,Los Angeles,Providence St. Joseph Health,300-499,Nonprofit,Urban,Non-Teaching,Respiratory,65999,32,85,34.2791,-118.45951,No,No
106190385,Providence Holy Cross Medical Center,Los Angeles,Providence St. Joseph Health,300-499,Nonprofit,Urban,Non-Teaching,Homeless,65999,32,228,34.2791,-118.45951,No,No
106190385,Providence Holy Cross Medical Center,Los Angeles,Providence St. Joseph Health,300-499,Nonprofit,Urban,Non-Teaching,Stroke,65999,32,30,34.2791,-118.45951,No,No
106190385,Providence Holy Cross Medical Center,Los Angeles,Providence St. Joseph Health,300-499,Nonprofit,Urban,Non-Teaching,Diabetes,65999,32,7334,34.2791,-118.45951,No,No
106190385,Providence Holy Cross Medical Center,Los Angeles,Providence St. Joseph Health,300-499,Nonprofit,Urban,Non-Teaching,COVID-19 History,65999,32,1280,34.2791,-118.45951,No,No
106190385,Providence Holy Cross Medical Center,Los Angeles,Providence St. Joseph Health,300-499,Nonprofit,Urban,Non-Teaching,Active COVID-19,65999,32,2517,34.2791,-118.45951,No,No
106190385,Providence Holy Cross Medical Center,Los Angeles,Providence St. Joseph Health,300-499,Nonprofit,Urban,Non-Teaching,All ED Visits,65999,32,65999,34.2791,-118.45951,No,No
106190392,PIH Health Good Samaritan Hospital,Los Angeles,N/A,300-499,Nonprofit,Urban,Non-Teaching,Mental Health,31973,12,4145,34.05324,-118.26522,No,No
106190392,PIH Health Good Samaritan Hospital,Los Angeles,N/A,300-499,Nonprofit,Urban,Non-Teaching,Cardiac,31973,12,101,34.05324,-118.26522,No,No
106190392,PIH Health Good Samaritan Hospital,Los Angeles,N/A,300-499,Nonprofit,Urban,Non-Teaching,Respiratory,31973,12,42,34.05324,-118.26522,No,No
106190392,PIH Health Good Samaritan Hospital,Los Angeles,N/A,300-499,Nonprofit,Urban,Non-Teaching,Pneumonia,31973,12,230,34.05324,-118.26522,No,No
